parent_class,child_class,parent_title,child_title
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Sites and downloads,Cookies
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Force Desktop mode
com.android.settings.notification.zen.ZenModeSoundVibrationSettings,com.android.settings.notification.zen.ZenModeSoundVibrationSettings,Alarms and sounds,Media sound
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.datausage.UnrestrictedDataAccess,Special access,Use data without restrictions
com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,About Gallery
com.samsung.android.settings.general.GeneralDeviceSettings,com.samsung.android.settings.general.GeneralDeviceSettings,General management,Customization Service
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.app.telephonyui.netsettings.ui.NetSettingsActivity,Connections,Mobile networks
com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,Sound and vibration,Sound feedback volume
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.tether.SecTetherSettings,Connections,Mobile Hotspot and Tethering
com.samsung.android.sm.advanced.AdvancedSettingsActivity,com.samsung.android.sm.scheduled.reboot.autorestart.AutoRebootActivity,Automation,Auto restart at set times
com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Magnifier window
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Hide apps
com.samsung.android.honeyboard.settings.swipetouchandfeedback.backspacespeed.BackspaceDeleteSpeedSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.backspacespeed.BackspaceDeleteSpeedSettings,Backspace speed,Normal
com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeyTips,Side key,How to power off your phone
com.android.settings.location.LocationSettings,com.android.settings.location.RecentLocationRequestSeeAllFragment,Location,See all
com.samsung.android.settings.display.SecFontSizePreferenceFragment,com.samsung.android.settings.display.SecFontSizePreferenceFragment,Font size and style,Bold font
com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,More typing options,Text shortcuts
com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,More typing options,Fuzzy pinyin input
com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,Fuzzy pinyin input,zh = z
com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.network.NetworkScorerPicker,Advanced,Show network quality info
com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Auto play motion photos
com.android.settings.notification.zen.ZenModePeopleSettings,com.android.settings.notification.zen.ZenModePeopleSettings,"Calls, messages, and conversations",Calls
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.directwriting.DirectWritingSettings,Samsung Keyboard,S Pen to text
com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,Advanced settings,TalkBack suspend and resume shortcut
com.samsung.android.settings.account.CloudAccountSettings,com.samsung.android.settings.account.CloudAccountSettings,Accounts and backup,Cloud189
com.samsung.android.sm.score.ui.ScoreBoardActivity,com.samsung.android.sm.ram.RamActivity2,Battery and device care,Memory
com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.TouchPadGestureSettings,Mouse and trackpad,Touchpad gestures
com.android.settings.sound.MediaControlsSettings,com.android.settings.sound.MediaControlsSettings,Media,Hide player when the media session has ended
com.samsung.android.messaging.ui.view.setting.MainSettingActivity,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,Messages settings,More settings
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.launcher3.settings.DeveloperOptionsFragment,Home screen settings,Developer Options
com.samsung.android.settings.deviceinfo.BatteryInfoSettings,com.samsung.android.settings.deviceinfo.BatteryInfoSettings,Battery information,Battery status
com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Service provider info
com.samsung.android.settings.notification.SecVibrationIntensitySettings,com.samsung.android.settings.notification.SecVibrationIntensitySettings,Vibration intensity,Hard press Home button
com.android.launcher3.settings.usedex.HowToUseDex,com.android.launcher3.settings.usedex.ChangeAudioOutput,How to use Samsung DeX,Change the audio output
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,EID
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Speak when screen is off
com.android.settings.system.ResetDashboardFragment,com.samsung.android.settings.general.ResetSettings,Reset,Reset all settings
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,TV Mode
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Record screen
com.android.settings.notification.BubbleNotificationSettings,com.android.settings.notification.BubbleNotificationSettings,Bubbles,Conversations you set as Priority will appear as floating icons on top of other apps.
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Always On Display
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.AboutDesktopActivity,Samsung DeX,About Samsung DeX
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Lock Screen Stories
com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Mobile data usage
com.android.settings.notification.ConfigureNotificationSettings,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,Notifications,Advanced settings
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.nfc.NfcSettings,Connections,NFC and contactless payments
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Open Air command with Pen button
com.samsung.android.settings.nfc.NfcSettings,com.samsung.android.settings.nfc.NfcSettings,NFC and contactless payments,Standard mode
com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,Fingerprints,Add fingerprint
com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,Suggest stickers while typing,Sticker suggestion method
com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,Mode,Floating keyboard
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Call alerts and ringtone
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Contact us
com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,Physical keyboard,Share keyboard
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Appearance
com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,Notifications
com.samsung.android.accessibility.talkback.TalkBackDeveloperPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackDeveloperPreferencesActivity,Developer settings,Enable performance statistics
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Brand
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Color inversion
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Select mock location app
com.android.settings.datausage.DataSaverSummary,com.android.settings.datausage.DataSaverSummary,Data saver,Turn on now
com.android.settings.datausage.DataUsageSummary,com.samsung.android.settings.datausage.MobileDataOnlySettings,Data usage,Mobile data only apps
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Speak list and grid information
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call alerts and ringtone,Allow alarm/notification sounds in calls
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Rated
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,Supplementary services,Call waiting
com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,Physical keyboard,Change language shortcut
com.sec.android.app.soundalive.SAControlPanelActivity,com.sec.android.app.soundalive.SAControlPanelActivity,Sound quality and effects,Dolby Atmos
com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.notification.ConfigureNotificationSettings,Notifications,Notification pop-up style
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,About Samsung Keyboard
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,When S Pen is removed
com.samsung.android.settings.connection.OperatorServiceSettings,com.samsung.android.settings.connection.OperatorServiceSettings,Service provider apps,CMCC Online Service Hall
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.ScreenZoomActivity,Samsung DeX,Screen zoom
com.samsung.android.settings.general.GeneralDeviceSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,General management,Mouse and trackpad
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,App icon badges
com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,Mode,Standard keyboard
com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,Physical keyboard,Keyboard shortcuts
com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,About LED View Cover
com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,Advanced settings,Show network info
com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Show notifications on the Always On Display.
com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,Detailed word databases
com.samsung.android.app.settings.SettingsActivity,com.samsung.android.app.settings.SettingsActivity,Screenshots and screen recorder,Delete shared screenshots
com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,HDMI mode
com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,Use Volume keys for media
com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.lockscreen.FaceWidgetSettings,Accessories,Widgets
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call display while using apps,Call settings,Call display while using apps
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Homepage
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Report errors
com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,Ethernet tethering
com.samsung.android.settings.connection.WirelessSettings,com.android.settings.print.PrintSettingsFragment,More connection settings,Printing
com.samsung.accessibility.advanced.UsefulSettings,com.samsung.accessibility.Activities$UsefulSettingsActivity,Advanced settings,Voice Label
com.android.settings.DisplaySettings,com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,Display,Handle
com.samsung.android.settings.DomesticSettings,com.samsung.android.settings.DomesticSettings,Service provider,V COLORING
com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Temporary mute
com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.advanced.UsefulSettings,Accessibility,Advanced settings
com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Folder open/close sounds
com.samsung.android.app.aodservice.settings.AODSettingsMain,com.samsung.android.app.aodservice.settings.AODSettingsMain,Always On Display,Clock style
com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,Safety information
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Punctuation
com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Convert HEIF images when sharing
com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.wifi.ConfigureWifiSettings,Advanced,Network notification
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,"Swipe, touch, and feedback"
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Daily Board
com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Live Caption
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Layout
com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,OneDrive
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.GigaLteSettings,Connections,NEXT G
com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,Mouse and trackpad,Primary mouse button
com.android.settings.datetime.DateTimeSettings,com.samsung.android.settings.lockscreen.DualClockSettings,Date and time,Dual clock
com.samsung.android.settings.notification.FloatingIconsNotificationSettings,com.samsung.android.settings.smartpopupview.SmartPopupViewSettings,Floating notifications,Included apps
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth Audio Codec
com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,Mouse and trackpad,Enhance pointer precision
com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,Physical keyboard,Show on-screen keyboard
com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.CoverScreenOrientation,Accessories,Text direction
com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Convert HDR10+ videos when sharing
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Local terminal
com.android.launcher3.settings.usedex.HowToUseDex,com.android.launcher3.settings.usedex.ChangePhysicalKeyboard,How to use Samsung DeX,Change physical keyboard layout
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Force RTL layout direction
com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,More settings,Push messages
com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.localepicker.LocaleListEditor,General management,Language
com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,TalkBack
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Video call effects
com.android.settings.datetime.timezone.TimeZoneSettings,com.android.settings.datetime.timezone.TimeZoneSettings,Select time zone,UTC offset
com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,Advanced settings,Focus indicator
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Swipe down for notification panel
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Android security patch level
com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,Insert next word with space key
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.featureflags.FeatureFlagsDashboard,Developer options,Feature flags
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable USB audio routing
com.samsung.android.settings.security.OtherSecuritySettings,com.samsung.android.settings.security.OtherSecuritySettings,Other security settings,Set up/change password
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Use S Pen in text areas
com.samsung.android.app.aodservice.settings.AODSettingsMain,com.samsung.android.app.aodservice.settings.AODSettingsMain,Always On Display,Show as scheduled
com.samsung.android.messaging.ui.view.setting.block.BlockNumbersAndMessagesActivity,com.samsung.android.messaging.ui.view.setting.block.BlockNumbersAndMessagesActivity,Block numbers and messages,Blocked messages
com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackHelpPreferencesActivity,TalkBack Settings,Tutorial and help
com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Answering and ending calls
com.sec.android.app.soundalive.SAControlPanelActivity,com.sec.android.app.soundalive.SAControlPanelActivity,Sound quality and effects,Adapt sound
com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Wrap event titles to second line
com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,Suggest rare words
com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,Sounds and vibration,System sound/vibration control
com.samsung.accessibility.advanced.UsefulSettings,com.samsung.accessibility.advanced.flashnotification.FlashNotificationPreferenceFragment,Advanced settings,Flash notification
com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.ConnectionsSettings,Connections,Voice networks
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Privacy and security,Warn about malicious sites
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.Status,About phone,Status information
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,About phone,Send feedback about this device
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Work profile lock
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Service provider software version
com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,Advanced,Music Share
com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Roaming
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Real Time Text,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Real Time Text,Real Time Text,TTY mode
com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Your work policy info
com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,More settings,Show web previews
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,S Pen
com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.tts.TextToSpeechSettings,General management,Text-to-speech
com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,Advanced settings,Single-tap activation
com.android.settings.users.UserSettings,com.android.settings.users.UserSettings,Users,Add user or profile
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Verify bytecode of debuggable apps
com.samsung.android.settings.nfc.NfcSettings,com.samsung.android.settings.nfc.TapAndPaySettings,NFC and contactless payments,Contactless payments
com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,More battery settings,Show charging information
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Show Apps screen button on Home screen
com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,Change language shortcut,Control + Space
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Turn off A2DP hardware offload
com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,Secure lock settings,Make pattern visible
com.android.settings.DisplaySettings,com.samsung.android.settings.display.SecDarkModeSettingsFragment,Display,Dark mode settings
com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Confirm mobile data connection
com.samsung.android.settings.deviceinfo.BatteryInfoSettings,com.samsung.android.settings.deviceinfo.BatteryInfoSettings,Battery information,Battery level
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.status.ImeiInformation,Status information,IMEI information
com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.wifi.ConfigureWifiSettings,Advanced,Install network certificates
com.android.settings.datetime.DateTimeSettings,com.android.settings.datetime.DateTimeSettings,Date and time,Time zone recommendation
com.samsung.android.settings.connection.tether.SecTetherSettings,com.samsung.android.settings.connection.tether.SecTetherSettings,Mobile Hotspot and Tethering,USB tethering
com.samsung.android.settings.usefulfeature.PanicModeSettings,com.samsung.android.settings.usefulfeature.PanicModeSettings,Panic mode,Send SOS messages
com.samsung.android.settings.security.OtherSecuritySettings,com.android.settings.TrustedCredentialsSettings,Other security settings,View security certificates
com.samsung.android.settings.general.GeneralDeviceSettings,com.samsung.android.settings.general.GeneralDeviceSettings,General management,Work profile keyboards and tools
com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Large file size
com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,Mouse and trackpad,Wheel scrolling speed
com.samsung.accessibility.assistantmenu.settings.AssistantMenuSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuSettingsActivity,Assistant menu,Select Assistant menu items
com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Customization Service
com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,View Verizon Account
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.PowerOffLockOptionFragment,Biometrics and security,Power off lock
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Samsung Keyboard Lab.
com.samsung.android.settings.DomesticSettings,com.samsung.android.settings.DomesticSettings,Service provider,KT twophone service
com.samsung.android.settings.biometrics.face.FaceEntry,com.samsung.android.settings.biometrics.face.FaceEntry,Face recognition,Require open eyes
com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,com.android.settings.notification.app.ConversationListSettings,Advanced settings,Conversations
com.samsung.accessibility.hearing.hearingaid.HearingAidPreferenceFragment,com.samsung.accessibility.Activities$HearingAidsActivity,Hearing aid support,Hearing aid compatibility
com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Sound mode
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth Audio Bits Per Sample
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Edge panels
com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Verbosity
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Add color filter
com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,Multimedia messages,Auto retrieve
com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.assistantmenu.settings.AssistantMenuSettingsFragment,Interaction and dexterity,Assistant menu
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Privacy and security,Smart anti-tracking
com.samsung.android.settings.security.OtherSecuritySettings,com.samsung.android.settings.security.DataProtectionSettings,Other security settings,Strong protection
com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,System
com.samsung.android.settings.lockscreen.LockAppShortcutSettings,com.samsung.android.settings.lockscreen.AppShortcutList,Shortcuts,Left shortcut
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.specialaccess.vrlistener.VrListenerSettings,Special access,VR helper services
com.samsung.android.settings.DomesticSettings,com.samsung.android.settings.DomesticSettings,Service provider,My Wi-Fi home settings
com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,Accessibility,Hearing enhancements
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.FaceWidgetSettings,Lock screen,Widgets
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.NewOneHandOperationSettings,Advanced features,One-handed mode
